respondent_id,h1n1_vaccine,seasonal_vaccine
26754,0.1043446226955202,0.6087291388273255
26755,0.1100371648766072,0.3179449588143936
26756,0.11879373606855767,0.09018051394544477
26757,0.14991483681401763,0.5567378554366147
26758,0.5135728498345569,0.8773540606738964
26759,0.05018152289670464,0.16177965562980598
26760,0.13073091419651386,0.10314464039150943
26761,0.2799424695612325,0.6411413681533632
26762,0.14684953631389325,0.8575374278716278
26763,0.985045136146347,0.9750695344022327
26764,0.9972200009159568,0.9800237763524454
26765,0.06436408169632624,0.674422702782093
26766,0.10293620375563219,0.17741629145152985
26767,0.960028019948902,0.7363805132484995
26768,0.018623030432282927,0.4493440953408249
26769,0.07839839754550168,0.1512156622986508
26770,0.03139479530917914,0.5208725977083704
26771,0.047691068113642265,0.1868052163695833
26772,0.08490720635694303,0.4165613650791811
26773,0.05120342460538462,0.3709926364594149
26774,0.0781197110901131,0.5068870263146537
26775,0.02308477314969286,0.46758160979605307
26776,0.3672918769829085,0.344844371576103
26777,0.09996020645730262,0.9412303245847244
26778,0.09349482844492668,0.08006349641146687
26779,0.1726422876558127,0.6915990373328875
26780,0.030700246864256726,0.9488675062307579
26781,0.034950579906528764,0.29591716786887257
26782,0.08863824330377196,0.3118938424944218
26783,0.05834889090016471,0.22501726433621524
26784,0.1274387617651784,0.8749918697708968
26785,0.32101612841198635,0.5692156802256929
26786,0.03677666908777245,0.17054334563449292
26787,0.1026276344458432,0.6109775906110064
26788,0.051153182193921225,0.9004979757816116
26789,0.035083822074746626,0.24154313498181101
26790,0.03483995111927874,0.15877347630880442
26791,0.0678544921894551,0.0779356617887485
26792,0.028521892743194412,0.6835670682835756
26793,0.13469832990696134,0.9436412039946559
26794,0.6649025704791168,0.8352067766085691
26795,0.061732709544435584,0.9797107331159375
26796,0.07637669707189386,0.058278707906649754
26797,0.1381913114833156,0.6475573315044995
26798,0.20328234337983753,0.16795346061338334
26799,0.42280663485873776,0.23045527585336997
26800,0.06079572303962599,0.9629815687986168
26801,0.15563992751543193,0.29463731342552124
26802,0.10299485299348039,0.16730555431976696
26803,0.03685974717503763,0.14778106295335225
26804,0.06940847783157265,0.08733082845951096
26805,0.09418050485111949,0.15704243291899989
26806,0.030439085770571916,0.9382911698734122
26807,0.3048608302953241,0.9246232180485415
26808,0.06575180865963907,0.3817896466452552
26809,0.770278118609013,0.1969301009204239
26810,0.037129329810024904,0.09943789108780418
26811,0.0346318421595724,0.07917058330481055
26812,0.2884930906133458,0.8902445910085629
26813,0.262888042323726,0.44043500003881014
26814,0.04370610792428787,0.6412979414152934
26815,0.07059751653191926,0.07141271471587007
26816,0.040973551219327525,0.14044351052633236
26817,0.04210158648158375,0.6751634670928587
26818,0.14753585039581127,0.3296014744564269
26819,0.09121212943452267,0.30966071390757216
26820,0.06297706229669488,0.1443778239559273
26821,0.04968320579253573,0.4794277717491851
26822,0.07458127170366356,0.6758241030937502
26823,0.15712137105927418,0.3477879015807344
26824,0.04389299257783429,0.6796791651884421
26825,0.3311306836945405,0.6374594383852269
26826,0.033232865109346005,0.7405558432668122
26827,0.058132488495007364,0.1623612667400032
26828,0.0572538552770224,0.4462169801235303
26829,0.9259057102421906,0.9545510931844242
26830,0.06344642569784767,0.7667454710564059
26831,0.13582499674273277,0.8972002970526725
26832,0.02093766076171014,0.8644635854120515
26833,0.10651114705862749,0.5789002067851505
26834,0.11270314811944766,0.4434981889403915
26835,0.24805803089980832,0.8994222467685073
26836,0.1983199765575173,0.6245186112090161
26837,0.11424905538933906,0.041280652008236954
26838,0.11013369936148346,0.47845543548053304
26839,0.08921447283098832,0.47168156993939664
26840,0.11456133584875594,0.14410641269574112
26841,0.3927683875527778,0.7889869252829035
26842,0.10198161737734485,0.17285810780284463
26843,0.14827897094156897,0.08027103729168839
26844,0.06302463585527136,0.4246758648543501
26845,0.028242523398136026,0.7402113121928511
26846,0.06667221867537756,0.8165375463179326
26847,0.40367354806698963,0.12128789543957176
26848,0.02752047040111751,0.716689283524003
26849,0.27860412387273986,0.5533725413517782
26850,0.719429408154864,0.5816211993897936
26851,0.07193744446529875,0.07438742411113639
26852,0.06661533024799204,0.06565419882100647
26853,0.2993363648050003,0.41470027171463897
26854,0.024843469485575198,0.06148439688716239
26855,0.30758988614148713,0.8777476720130226
26856,0.08321967368124926,0.04347464501936428
26857,0.5,0.23604271964481305
26858,0.08422792250507699,0.6000532967326805
26859,0.04818874919301309,0.07440614598185402
26860,0.1668691686036232,0.150290636077293
26861,0.10001044073979369,0.0802557864181268
26862,0.03341254087338399,0.19271162526727934
26863,0.060108998179881294,0.3855072712133535
26864,0.31881616118281597,0.2751781107944903
26865,0.10145598611271468,0.07349804842594035
26866,0.04154059612391072,0.6128962696955487
26867,0.20029095490063534,0.17710320691259773
26868,0.9341099598051941,0.9558950021120637
26869,0.04156669787036738,0.18107805621942735
26870,0.6269702221960625,0.8708054202840311
26871,0.05828162796899876,0.06241490873139136
26872,0.05938061513423354,0.26295469421007
26873,0.014258371645139649,0.6513605755285002
26874,0.0720493186430407,0.08096539343040904
26875,0.4381148131296865,0.8999960598950075
26876,0.08736196639269479,0.07728653621742138
26877,0.08714833900076766,0.1425652628296691
26878,0.15939233023571622,0.1961638261617593
26879,0.09968654766080397,0.06860932576636844
26880,0.060032698320441794,0.06342881223009816
26881,0.0970767806957171,0.08897355850932652
26882,0.05547620459311516,0.07889446873107483
26883,0.11204428256861333,0.3007917078329633
26884,0.1429890952860242,0.18607336923085357
26885,0.14570355909662655,0.8144065074354476
26886,0.0804687934399227,0.8784359969595581
26887,0.7962103561253051,0.916148828918675
26888,0.9929982517534639,0.9518071160195711
26889,0.032910808372770904,0.08966547106275453
26890,0.06589004594238931,0.24768020490933151
26891,0.7007393138447433,0.7896518670203873
26892,0.06300965116913924,0.8034013425817513
26893,0.0778833100102022,0.11633616247468888
26894,0.22368277409397513,0.29483249643069886
26895,0.03798563683529937,0.8957125370953076
26896,0.0821415225413271,0.06567224553359849
26897,0.09099360513020346,0.4162110323049883
26898,0.08269073339401588,0.6323708271234391
26899,0.04811198530926569,0.03704757460349206
26900,0.13546432219072468,0.21467202069706057
26901,0.13302711468168196,0.48974206741613635
26902,0.10467738025384868,0.9391505414626287
26903,0.09495523372309196,0.08170393241186229
26904,0.08207571188023653,0.3574428265480128
26905,0.20574121600152823,0.9075680898634829
26906,0.03937651775573682,0.24285179393062784
26907,0.02995763259014451,0.5102864526145844
26908,0.062231738663495344,0.7984885860796436
26909,0.08952773831580195,0.2016801545331222
26910,0.045102894844777044,0.160767154105945
26911,0.10075076518832789,0.08955672023263847
26912,0.5503383117946526,0.960601824965057
26913,0.7266119163168484,0.8622211240276583
26914,0.038418746307858326,0.12878064778340956
26915,0.02765102185495417,0.5130655606491918
26916,0.0372592048649973,0.2654543606781591
26917,0.12000608452845153,0.1452335581498371
26918,0.9683456651019208,0.9788012960866379
26919,0.07838383393908008,0.49105550188980457
26920,0.020792123014610128,0.10829356145448561
26921,0.12069483166327467,0.873643447580283
26922,0.030576213645328882,0.6713295592711358
26923,0.17791129347312437,0.6132502617817018
26924,0.961146305166786,0.9743887886555316
26925,0.13855513523857071,0.8440550919348544
26926,0.5,0.45683419767217437
26927,0.553955842993048,0.7465250635537654
26928,0.07739622523563601,0.626441222076238
26929,0.13293093310738877,0.1998456872238211
26930,0.7672425016793352,0.8993337312238014
26931,0.15275979790988004,0.40134113282169753
26932,0.1063750606135307,0.964161930997407
26933,0.0438798484205662,0.5198568179438262
26934,0.22370663423105286,0.584576549465124
26935,0.06706241548323323,0.46345532141947565
26936,0.4391719164654082,0.2084760077932961
26937,0.12460458638033407,0.7793810308963924
26938,0.0607638556595535,0.05326300574088987
26939,0.0789021772083745,0.12075184371146881
26940,0.06333419785636388,0.1244926393349655
26941,0.09743366702119158,0.4850429667394318
26942,0.7317267266450643,0.879129860865142
26943,0.03750026848677865,0.6086592942540737
26944,0.04917474632631797,0.10438798133077759
26945,0.06513054323158698,0.6167057637055232
26946,0.08439008277260733,0.6172401829090567
26947,0.14020019770795963,0.476129829569063
26948,0.06665594245359281,0.06652696758455516
26949,0.08119406498038599,0.059899306401554366
26950,0.058335302415554166,0.571455176741715
26951,0.12127581363233926,0.3379993136513627
26952,0.9105796028613762,0.9215220613771367
26953,0.5805351305584309,0.9375187101305603
26954,0.03834136673030104,0.07308316953000318
26955,0.07995408119132365,0.6178357909873876
26956,0.13534949651335665,0.174967015511255
26957,0.05493958240831094,0.9668457665489133
26958,0.06765524922908593,0.8385278663313589
26959,0.07339138950242763,0.2646868236852605
26960,0.055514018320619904,0.0520743524341994
26961,0.22662372564930372,0.44851892001630217
26962,0.10079137626751411,0.9149239777885373
26963,0.051791845538528995,0.2172156832665881
26964,0.10068988453614101,0.24248633904378109
26965,0.6949773798075278,0.9173385790526782
26966,0.1209887668378485,0.12091086755233257
26967,0.14040782186009063,0.43419102284940786
26968,0.10226436525995672,0.9255434225337213
26969,0.14623099581070836,0.18458298449246113
26970,0.8471801699096184,0.5707449795200459
26971,0.10454187118924181,0.2353013162120847
26972,0.08597016928824341,0.05104864563697034
26973,0.07187876968536251,0.22252796822431534
26974,0.1863386575639784,0.31400354584719264
26975,0.13726979138465317,0.7957411447175389
26976,0.941592920538709,0.6469413875036629
26977,0.09308012769638278,0.28647816884717114
26978,0.04681814071870314,0.7783095890705483
26979,0.6822801888207538,0.8927103666741555
26980,0.05278983642318824,0.055521938121093274
26981,0.05733383313109304,0.23351739700404087
26982,0.894364788012759,0.9526872491129962
26983,0.17721813267646408,0.5151178111625412
26984,0.038160613276244766,0.10486821773675609
26985,0.048522124089254604,0.09721589288257121
26986,0.09119169242074149,0.3311180105086489
26987,0.03967515448974052,0.1275409755095067
26988,0.07518484491488618,0.11940567628031334
26989,0.3401547592665117,0.8358585604067509
26990,0.09126928635460042,0.09608837195242623
26991,0.07472765073136697,0.3656814208648332
26992,0.33314108952668847,0.43963399121268304
26993,0.030445480471979543,0.90473231783811
26994,0.11316439961264775,0.29367005608407765
26995,0.07730733455290432,0.25696867244886756
26996,0.2670884891009555,0.2609185115325584
26997,0.053568573352728986,0.04309915684118841
26998,0.08817338611664727,0.049898184014291413
26999,0.15970944999663955,0.4405965842067366
27000,0.0675449001773273,0.35523492986137445
27001,0.028245086858512274,0.8101329998204141
27002,0.08081410398990821,0.22805025471428175
27003,0.06426088279763982,0.05599285982380585
27004,0.14837724903269317,0.19801451129570477
27005,0.3179112362175222,0.7891851148481523
27006,0.9292370105248384,0.9292897122500139
27007,0.07035223147912763,0.07576047068619302
27008,0.05004036796490972,0.06420318743253543
27009,0.10267340702674187,0.1760647608603787
27010,0.02943741562760635,0.10232653259172285
27011,0.08989998089951037,0.10388015284881948
27012,0.09943048359600871,0.6259015700637373
27013,0.12121772023611804,0.4056833984562786
27014,0.04840307298804166,0.22764326025762605
27015,0.11998067083738646,0.17192283841297457
27016,0.11581770315304825,0.2798240399981082
27017,0.6675027913584575,0.8509714501489869
27018,0.04267579643599044,0.17360424131561403
27019,0.9881150757066925,0.9775142284734069
27020,0.22534434976841256,0.20804304964735532
27021,0.18507193621722273,0.5348387432050619
27022,0.06271901122425284,0.16352946371645224
27023,0.07717423439501128,0.13056882171125478
27024,0.04612273925927691,0.1885313203874876
27025,0.13737880188399657,0.07159747946754848
27026,0.053451777187962436,0.34552838638265904
27027,0.06263349866361631,0.8180632378522967
27028,0.5,0.9185617950873559
27029,0.1274962924265192,0.3548594829232047
27030,0.234913207938589,0.19741596580750756
27031,0.48919484693041976,0.9089951972146676
27032,0.08779938871329182,0.439661568095466
27033,0.3853874354132255,0.7775557811373317
27034,0.035149649718654856,0.6726629463173858
27035,0.20303279497757323,0.3962022932160851
27036,0.21145669704203757,0.7971995190486166
27037,0.8149615476535188,0.8326721899281948
27038,0.08321193373088022,0.05246743929599954
27039,0.5729325195082633,0.9281578517926949
27040,0.09700285130506564,0.28365974069795835
27041,0.07780363353910323,0.6148470751036634
27042,0.04354692404685562,0.5671721309320125
27043,0.4127782441621187,0.7439871941507998
27044,0.06367341775186994,0.08809253377395457
27045,0.04799061310612646,0.6702773101256021
27046,0.07858746921402911,0.13021140246124738
27047,0.5165417186209207,0.40270404210871225
27048,0.05810616213073464,0.30816640765419495
27049,0.0730868770388377,0.9110932183311999
27050,0.06833348406484942,0.5669286135618613
27051,0.1358848117876994,0.1989715944865001
27052,0.0331646505658583,0.08389408829383344
27053,0.9755722735382729,0.9560306173660401
27054,0.07323789464634291,0.07595260565083028
27055,0.02682547599394667,0.8748694001406058
27056,0.08409401044357495,0.07352016684030312
27057,0.03639557935178806,0.034882416665656266
27058,0.9734399131812359,0.9444491806299932
27059,0.11335624122485276,0.15489381626297943
27060,0.07592145780001595,0.45090905189456265
27061,0.023996792240265928,0.40842939072494633
27062,0.06557900750518393,0.41679249944924396
27063,0.028815455284548812,0.44240893977678003
27064,0.07541331653053955,0.398317652844779
27065,0.09871144019673697,0.4806688089618674
27066,0.05214485982741866,0.5181368671302166
27067,0.7022760318601307,0.8692715604964641
27068,0.8552139514938731,0.9554931433537733
27069,0.7497926351981364,0.9512667944001194
27070,0.059988216499597,0.04914578303594122
27071,0.0964522273085407,0.09908576169323519
27072,0.10631725451761545,0.7587178893047393
27073,0.06779470076816667,0.9124987898990361
27074,0.10938619008825784,0.2730451500748675
27075,0.5,0.827251429031791
27076,0.8578887852636106,0.773905811665421
27077,0.07999380175501053,0.14846385230005918
27078,0.07549297183406183,0.8412184939095336
27079,0.07527204493668398,0.8947651640398073
27080,0.14459850135590613,0.18071558043021174
27081,0.09068757603753518,0.7502973806725003
27082,0.19350976080670407,0.3307839185338294
27083,0.06601299581299781,0.26306913359744366
27084,0.9511158087536432,0.818028409866029
27085,0.08128986746066814,0.059552717389264286
27086,0.024207380717361195,0.06249201191116064
27087,0.0431268316372481,0.16568850234252303
27088,0.33192370231233514,0.6922462470581378
27089,0.1467608475593666,0.20097150333551875
27090,0.3037691274591964,0.7025218199123368
27091,0.6028492174123544,0.38862068525110255
27092,0.0974861202819377,0.22609900507198316
27093,0.1763202943512938,0.23744586675393992
27094,0.0966000124778124,0.08573919428865585
27095,0.07174982959472172,0.5696764066055192
27096,0.06613440101550337,0.23509398290042138
27097,0.40168854729576664,0.7973228956433566
27098,0.8161426760321726,0.88029257764728
27099,0.18700606050861202,0.5246742037852095
27100,0.07921919065541622,0.7666533323780936
27101,0.05781733628424373,0.6394323714786524
27102,0.14092606010230554,0.9174044083970854
27103,0.066554946119909,0.08774120802892921
27104,0.43470178373968255,0.5061093360060976
27105,0.08133962535990448,0.4405968999579011
27106,0.8003608652221398,0.9562601586163328
27107,0.5,0.7176016447598594
27108,0.17687077855362524,0.24705785415883588
27109,0.1667782131388074,0.19686332090838143
27110,0.09958230820255612,0.35703719269337564
27111,0.10143615853176821,0.38707744437848657
27112,0.3648093553513736,0.7003429057509589
27113,0.13021547658409716,0.19056871163169115
27114,0.12997780929789096,0.21826919759806507
27115,0.6121164846622285,0.886611864562133
27116,0.04882069166424044,0.9494674019086061
27117,0.050594226332709116,0.06923698588567405
27118,0.08073077992716368,0.5164055082263856
27119,0.10586716531207245,0.21569375305565713
27120,0.14318024517478856,0.9850977102441911
27121,0.061537946093585906,0.8119259355651631
27122,0.03774456080970551,0.17231659936281307
27123,0.07129213071549173,0.09612819775030151
27124,0.040251701626839144,0.06588157864917123
27125,0.0653811968447546,0.06789569746070588
27126,0.27891844805297444,0.07037170458246692
27127,0.10357362424908802,0.09821320132421076
27128,0.16923664974185856,0.6603194962055658
27129,0.10202507170613033,0.43278959233705766
27130,0.10179264220323732,0.2374968473449686
27131,0.0950643022767357,0.10438749404716265
27132,0.25617580244608307,0.9168367050578127
27133,0.0905133741996018,0.5176395176481352
27134,0.9399640846492853,0.9825929191096237
27135,0.05432710300601147,0.5398684806900471
27136,0.0923519263583323,0.539161178639515
27137,0.09903918173520347,0.18737466091026309
27138,0.1193565465239647,0.5589117497065135
27139,0.05906501031481377,0.09630497325045384
27140,0.9971112529623289,0.9816917162727911
27141,0.7962488621221266,0.7822425938476749
27142,0.041596007142416576,0.20454651399093476
27143,0.2819593085101245,0.4515959174217894
27144,0.08754548353033972,0.054840973101408605
27145,0.44503316095786155,0.6625067608106775
27146,0.09302815995123559,0.9652088348730945
27147,0.069387875623195,0.19464907825606587
27148,0.11817996712304193,0.06292762876209318
27149,0.17828750435921575,0.08493917830859096
27150,0.30000552936241653,0.9524383253871562
27151,0.2737211680188881,0.8999717078373
27152,0.040707889784211554,0.1967126030418224
27153,0.37218887315826354,0.9109906764841907
27154,0.8620953083633501,0.9155841140329835
27155,0.1860752761246695,0.7257108580682969
27156,0.09381194081060906,0.43082586843681414
27157,0.04175842021505372,0.4640309981735327
27158,0.06109997091628158,0.29381961173422433
27159,0.052474913877731684,0.1091793850085496
27160,0.07894590234887211,0.1638500935757599
27161,0.46863939690649553,0.6412548452092675
27162,0.03475037244545517,0.9370954604795565
27163,0.5916321937459806,0.4359087947502695
27164,0.07121182843162473,0.08945318301926176
27165,0.6188893555131896,0.6417325302229939
27166,0.09721382916237885,0.15353301056169572
27167,0.17696420885003203,0.6305459694568558
27168,0.04787302777607417,0.7522048908741338
27169,0.3712039953826995,0.6444878642737027
27170,0.6544341791244545,0.944646283573328
27171,0.043614449166385,0.23392510461900004
27172,0.10001922189833087,0.8621455975923413
27173,0.25000565864835106,0.5616576022589558
27174,0.09228470795532107,0.06833410412547078
27175,0.05969296937633977,0.08690362654803625
27176,0.7865154847292352,0.9610187975587611
27177,0.9646942909709424,0.9474174828803422
27178,0.0697080904414875,0.2669211256203724
27179,0.08640240744198888,0.22740052309217967
27180,0.07773316943048605,0.3633555186833555
27181,0.06014383265573963,0.8847327241933871
27182,0.3648566993432896,0.8456876006254171
27183,0.044014662814467816,0.6336534275121348
27184,0.09260042258139627,0.47567760931822306
27185,0.21272261009147891,0.748910810940641
27186,0.122310529327984,0.7963231762531372
27187,0.10106304573062314,0.2227469722067149
27188,0.08727872939201396,0.4458421702018735
27189,0.06111031765519184,0.7188331909582065
27190,0.22063843383459747,0.8594871311693778
27191,0.15443039999447655,0.957900471250342
27192,0.2167084525096273,0.7591629728669239
27193,0.07819793404575115,0.09503621618344502
27194,0.15223985926154424,0.5998876825211795
27195,0.04184566652924855,0.09334181471649836
27196,0.13833334104200415,0.12651619670375008
27197,0.04355654409769776,0.6450235830819759
27198,0.9263788289356577,0.9818913539336344
27199,0.10072667186833527,0.2101472127486898
27200,0.16813089168789094,0.660171156169978
27201,0.5,0.8958263741633716
27202,0.0671553208457306,0.18368728737743636
27203,0.0390910065584939,0.0834198040970602
27204,0.08406353266639342,0.059377766093714986
27205,0.1265857816705275,0.20568359668626846
27206,0.12838652227203276,0.28900569988857217
27207,0.13392216895277087,0.15170141917986207
27208,0.9124806160814545,0.755573655545371
27209,0.15423985519226066,0.21050325689991245
27210,0.096177826169463,0.22956987150455158
27211,0.07016225679203358,0.24139183589275084
27212,0.2951774784065218,0.9560129714794215
27213,0.38299528949194617,0.3673189347720311
27214,0.07826540745009963,0.09830416096456705
27215,0.135694975004533,0.705018074981612
27216,0.17994795422631382,0.916139862984235
27217,0.07341579191098199,0.2464298066472104
27218,0.8567497812567145,0.9748740369771998
27219,0.7182834225120351,0.7997756303999156
27220,0.18839259330843933,0.5496832380486195
27221,0.06112221302854865,0.7039984444695552
27222,0.07536380515836508,0.5975680801026596
27223,0.02672890685160964,0.7532229590619579
27224,0.05139462818867946,0.7071807176200591
27225,0.21157916738654498,0.22018096393707332
27226,0.07145008922937816,0.2430215869338211
27227,0.1872851412927358,0.37687324932899363
27228,0.6315382613568489,0.924781217738843
27229,0.8087821699819411,0.9471478698080028
27230,0.23736893856856572,0.980367912254524
27231,0.43517880998518715,0.9432132799023156
27232,0.09498817187700277,0.5938722335313092
27233,0.2061752334637823,0.3332691105000441
27234,0.08355552415602124,0.14204674482678356
27235,0.9840962377412905,0.9856801484861191
27236,0.12376010583805924,0.9639335144183013
27237,0.557651506679306,0.8025586238367926
27238,0.3388604516076674,0.8471242637324017
27239,0.1853949662394797,0.10003446576449217
27240,0.09113904939976018,0.41026823749316615
27241,0.10594884811371143,0.18457469995966508
27242,0.16720670138575364,0.5171828961179752
27243,0.093864862993586,0.1049902075881102
27244,0.03541248517898722,0.05242781624578272
27245,0.10355262009009396,0.3557529398361822
27246,0.9751004576856315,0.9775802109999238
27247,0.22611187980895053,0.9606155729616184
27248,0.22105159149037262,0.7738674491604964
27249,0.062152487842890465,0.4797252452858291
27250,0.12056051134433486,0.2275479906488421
27251,0.04991567553601677,0.23113293500956286
27252,0.18971299489365484,0.4893155445888792
27253,0.039610293422669356,0.8652099930866358
27254,0.9944400064758894,0.9901555360707973
27255,0.16553563123454432,0.2890918652260077
27256,0.8630190467829856,0.9714235294811907
27257,0.39908453264838967,0.5129564410831818
27258,0.2222789569960753,0.76458694484902
27259,0.4331042600107781,0.9128949293487163
27260,0.10051511851286146,0.44345300128173204
27261,0.1312379211752925,0.7372192765491502
27262,0.06077199075986193,0.4591618456787328
27263,0.04785753538804507,0.045364213427915155
27264,0.07005619360362662,0.0996116935885544
27265,0.050339898930871645,0.26494676677268303
27266,0.15522329182183756,0.37528819731498814
27267,0.05005099509939769,0.5424398098232858
27268,0.03969154265462162,0.06785511209688201
27269,0.9119125212636472,0.5625500566789261
27270,0.06486653750313487,0.10770006557193483
27271,0.04220898874273467,0.17112968647367036
27272,0.036883345134310554,0.36509911863336864
27273,0.06360921633461117,0.1318341257793575
27274,0.17521271018263465,0.4677073099780777
27275,0.17125136804135352,0.2766351249506045
27276,0.07912547715993792,0.12247324392139612
27277,0.06617780205348954,0.8899069131350009
27278,0.05636182856697585,0.28256887640670036
27279,0.0957127249846025,0.2761591634633714
27280,0.2416641685101736,0.3617490589432679
27281,0.08554065601020922,0.23676397164650512
27282,0.08794860194865806,0.9213599834339739
27283,0.1438755046126604,0.1848579412868022
27284,0.2033369363788569,0.5
27285,0.06775839966087042,0.3495381904490182
27286,0.14569663613252723,0.3028907120338327
27287,0.08738087353371406,0.6106913376359775
27288,0.5917832383825451,0.8149200238348812
27289,0.13430835331387408,0.40179073548666355
27290,0.05272729366983304,0.07068432031984878
27291,0.6216766931604868,0.8234436592838383
27292,0.07453570688872331,0.6684691701343463
27293,0.05065648145835492,0.958508496015049
27294,0.08743089552613305,0.06275412500196936
27295,0.3705436365933206,0.9343460295169473
27296,0.0869727591303496,0.7803145023526462
27297,0.05055070411943868,0.8370650860131807
27298,0.028140447291647976,0.19334098248030773
27299,0.27035340412630243,0.8099665962436804
27300,0.00936323533476058,0.8599358442330237
27301,0.0660290317613157,0.052329469172134394
27302,0.19745231578646896,0.6929553601055052
27303,0.10799045600669335,0.13439747500156754
27304,0.041662759229577115,0.7801119707032197
27305,0.060282076466930706,0.06853957519474103
27306,0.20308335310433828,0.5882264483036282
27307,0.9280438681013279,0.85223390089198
27308,0.28771464871855196,0.25194145397830664
27309,0.8386255239814521,0.9802167820785846
27310,0.10246869456523883,0.09796568132565829
27311,0.07150235806408756,0.10634712559329425
27312,0.06775005222712491,0.33990367992899284
27313,0.03906885012992569,0.08774397836331402
27314,0.09401580900300693,0.12242565213329984
27315,0.06134055072388594,0.19376944938421983
27316,0.19741795858886568,0.7242419463614399
27317,0.10056982634717965,0.12146571104609287
27318,0.16323766461447245,0.3487259484396798
27319,0.22723251983648596,0.9089073203876353
27320,0.21126140998723622,0.7753979035079992
27321,0.058303868511866475,0.6695542712687673
27322,0.5310734904992161,0.5268811054252373
27323,0.04201451108343498,0.40763546317925375
27324,0.11013428419625693,0.5211757516244665
27325,0.9053028674951166,0.9455469430573014
27326,0.037139227042473244,0.534193690880108
27327,0.2554682822494622,0.41455240993909376
27328,0.20967046682152182,0.46795125862568393
27329,0.17910083455954684,0.2949299790350091
27330,0.04689213964044028,0.4661811102765656
27331,0.07334937403672145,0.15610402028256984
27332,0.061015107525579676,0.9537933097523169
27333,0.7914027822318439,0.8166851405817781
27334,0.10066781406491981,0.05292617182591068
27335,0.24847465209485128,0.1646531207593305
27336,0.0920699918559122,0.1494087369660764
27337,0.3057375984614642,0.8351485046853266
27338,0.36919206569182766,0.5
27339,0.07109221655868181,0.31284454842769693
27340,0.08474356210633463,0.15215997049261337
27341,0.21846683186690152,0.7301875553223299
27342,0.07626607523593003,0.6470771101990639
27343,0.11711030471614843,0.11210056816481045
27344,0.25592519890341453,0.546216091024365
27345,0.06145104330044564,0.25328046517593816
27346,0.5835807537684777,0.9451863115784124
27347,0.9489372937501201,0.9586871771446551
27348,0.06307604589118881,0.22376561250258836
27349,0.10560043241609589,0.2805379420423251
27350,0.06277588845228621,0.9265611537635293
27351,0.9005954603400641,0.9342151061928846
27352,0.08297245996854805,0.3898403072519872
27353,0.10596300489396274,0.2637543004424463
27354,0.24852791686845663,0.7738862785325253
27355,0.25675637634751336,0.20177048632565353
27356,0.2420664259246001,0.6798148983923857
27357,0.10944264936920316,0.3296382474926789
27358,0.3029203730022436,0.7635915174135629
27359,0.36364311531458277,0.8570096660150867
27360,0.09555001520033893,0.6595324323910132
27361,0.042166374176294985,0.9152764386413437
27362,0.25066367334970147,0.5188747436270028
27363,0.09815591790703723,0.16542805762215582
27364,0.10385509011711093,0.3508147294167887
27365,0.3376007931799806,0.7631042509191911
27366,0.36719435020006735,0.6461585320042172
27367,0.3858555716633188,0.4815713209646799
27368,0.04188252851356847,0.5
27369,0.04934901041352126,0.04345455268008692
27370,0.028274765618628864,0.8226816469381119
27371,0.10655508333047416,0.33383129192577277
27372,0.06667036725142222,0.12289567270799523
27373,0.9609316233193782,0.7730691544016701
27374,0.054399638679139,0.3691506476941822
27375,0.047239432630408876,0.9503175533909042
